# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 200.404 h/Mpc,
# number of wavenumbers equal to 797
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_m                    8:d_tot                  9:phi                   10:psi                
       3.176184323373e+00      -4.801630000191e-04      -5.862182543371e+02      -8.237616287303e+02       0.000000000000e+00      -4.793599242726e-04      -7.847247853972e+02      -7.619828308256e+02       3.712973770971e-04       3.712973770971e-04 
       3.250167160300e+00      -4.613642287985e-04      -5.898142300013e+02      -8.288125568978e+02       0.000000000000e+00      -4.605925949032e-04      -7.895366127864e+02      -7.666552071783e+02       3.567605171176e-04       3.567605171176e-04 
       3.325873278876e+00      -4.432870365747e-04      -5.934128730970e+02      -8.338673846003e+02       0.000000000000e+00      -4.425456376742e-04      -7.943521372394e+02      -7.713311734646e+02       3.427816605176e-04       3.427816605176e-04 
       3.403342819487e+00      -4.259036791916e-04      -5.970130259172e+02      -8.389245766611e+02       0.000000000000e+00      -4.251913548589e-04      -7.991698856110e+02      -7.760092992316e+02       3.293393466700e-04       3.293393466700e-04 
       3.482616857511e+00      -4.091886778768e-04      -6.006154381059e+02      -8.439849758889e+02       0.000000000000e+00      -4.085043102537e-04      -8.039906853993e+02      -7.806903879956e+02       3.164138796997e-04       3.164138796997e-04 
       3.563737425089e+00      -3.931178761857e-04      -6.042218549755e+02      -8.490504232835e+02       0.000000000000e+00      -3.924603877045e-04      -8.088163618791e+02      -7.853762121328e+02       3.039865973428e-04       3.039865973428e-04 
       3.646747533423e+00      -3.776653988622e-04      -6.078288982069e+02      -8.541172475435e+02       0.000000000000e+00      -3.770337554317e-04      -8.136432918962e+02      -7.900632534906e+02       2.920374553562e-04       2.920374553562e-04 
       3.731691195568e+00      -3.628072789338e-04      -6.114353551095e+02      -8.591834593709e+02       0.000000000000e+00      -3.622004864906e-04      -8.184696137764e+02      -7.947497043471e+02       2.805479291768e-04       2.805479291768e-04 
       3.818613449781e+00      -3.485257148118e-04      -6.150492874888e+02      -8.642599180523e+02       0.000000000000e+00      -3.479428089898e-04      -8.233057270805e+02      -7.994456628749e+02       2.695042651687e-04       2.695042651687e-04 
       3.907560383390e+00      -3.347954086981e-04      -6.186643595078e+02      -8.693380333245e+02       0.000000000000e+00      -3.342354674997e-04      -8.281434120275e+02      -8.041431475087e+02       2.588868892304e-04       2.588868892304e-04 
       3.998579157237e+00      -3.215947798707e-04      -6.222785195195e+02      -8.744154975145e+02       0.000000000000e+00      -3.210569174643e-04      -8.329804030184e+02      -8.088399583079e+02       2.486791014151e-04       2.486791014151e-04 
       4.091718030680e+00      -3.089053406567e-04      -6.258952109047e+02      -8.794961556206e+02       0.000000000000e+00      -3.083887019964e-04      -8.378204790512e+02      -8.135397647517e+02       2.388666267239e-04       2.388666267239e-04 
       4.187026387184e+00      -2.967071936634e-04      -6.295129872219e+02      -8.845783189187e+02       0.000000000000e+00      -2.962109570305e-04      -8.426619912174e+02      -8.182409657179e+02       2.294340701552e-04       2.294340701552e-04 
       4.284554760500e+00      -2.849846793127e-04      -6.331380909114e+02      -8.896709967511e+02       0.000000000000e+00      -2.845080492084e-04      -8.475134941583e+02      -8.229518679271e+02       2.203693170209e-04       2.203693170209e-04 
       4.384354861463e+00      -2.737158466423e-04      -6.367619337584e+02      -8.947621053196e+02       0.000000000000e+00      -2.732580642802e-04      -8.523634785246e+02      -8.276612955799e+02       2.116553919048e-04       2.116553919048e-04 
       4.486479605407e+00      -2.628842583881e-04      -6.403861316394e+02      -8.998538098528e+02       0.000000000000e+00      -2.624445924575e-04      -8.572140192667e+02      -8.323712634925e+02       2.032795862819e-04       2.032795862819e-04 
       4.590983140223e+00      -2.524744395953e-04      -6.440136493360e+02      -9.049499107715e+02       0.000000000000e+00      -2.520521846308e-04      -8.620687794796e+02      -8.370853286003e+02       1.952299395281e-04       1.952299395281e-04 
       4.697920875070e+00      -2.424695787771e-04      -6.476421577323e+02      -9.100476830460e+02       0.000000000000e+00      -2.420640574900e-04      -8.669250991964e+02      -8.418009080240e+02       1.874934408144e-04       1.874934408144e-04 
       4.807349509748e+00      -2.328548287299e-04      -6.512730222407e+02      -9.151492518368e+02       0.000000000000e+00      -2.324653886792e-04      -8.717849787238e+02      -8.465199440995e+02       1.800586060432e-04       1.800586060432e-04 
       4.919327064770e+00      -2.236147051316e-04      -6.549051109807e+02      -9.202521432412e+02       0.000000000000e+00      -2.232407196911e-04      -8.766461647008e+02      -8.512402487698e+02       1.729134750048e-04       1.729134750048e-04 
       5.033912912116e+00      -2.147351456887e-04      -6.585385687991e+02      -9.253572395604e+02       0.000000000000e+00      -2.143760118149e-04      -8.815094182387e+02      -8.559625610881e+02       1.660471623390e-04       1.660471623390e-04 
       5.151167806720e+00      -2.062016632118e-04      -6.621709630433e+02      -9.304612716915e+02       0.000000000000e+00      -2.058568021025e-04      -8.863716076929e+02      -8.606838401675e+02       1.594484630392e-04       1.594484630392e-04 
       5.271153918679e+00      -1.980031554589e-04      -6.658095037606e+02      -9.355739198459e+02       0.000000000000e+00      -1.976720068402e-04      -8.912420073386e+02      -8.654130915066e+02       1.531087986663e-04       1.531087986663e-04 
       5.393934866217e+00      -1.901241375273e-04      -6.694452198467e+02      -9.406826333331e+02       0.000000000000e+00      -1.898061670315e-04      -8.961086547389e+02      -8.701386993496e+02       1.470161929590e-04       1.470161929590e-04 
       5.519575749419e+00      -1.825544212108e-04      -6.730852066736e+02      -9.457974046350e+02       0.000000000000e+00      -1.822491115106e-04      -9.009810662771e+02      -8.748699042869e+02       1.411627677266e-04       1.411627677266e-04 
       5.648143184743e+00      -1.752820136314e-04      -6.767292374415e+02      -9.509179114701e+02       0.000000000000e+00      -1.749888674597e-04      -9.058589353626e+02      -8.796064086131e+02       1.355392482519e-04       1.355392482519e-04 
       5.779705340346e+00      -1.682938030881e-04      -6.803702962191e+02      -9.560348855642e+02       0.000000000000e+00      -1.680123451458e-04      -9.107333638613e+02      -8.843395720689e+02       1.301354884849e-04       1.301354884849e-04 
       5.914331972224e+00      -1.615802574433e-04      -6.840144729581e+02      -9.611559651391e+02       0.000000000000e+00      -1.613100283122e-04      -9.156117355590e+02      -8.890765644517e+02       1.249441278891e-04       1.249441278891e-04 
       6.052094461198e+00      -1.551298134520e-04      -6.876568868319e+02      -9.662751814689e+02       0.000000000000e+00      -1.548703731102e-04      -9.204882605103e+02      -8.938117636134e+02       1.199562148566e-04       1.199562148566e-04 
       6.193065850765e+00      -1.489334979249e-04      -6.913032268940e+02      -9.713996530323e+02       0.000000000000e+00      -1.486844213051e-04      -9.253698222882e+02      -8.985518536351e+02       1.151648195707e-04       1.151648195707e-04 
       6.337320885822e+00      -1.429809303555e-04      -6.949505083134e+02      -9.765257469869e+02       0.000000000000e+00      -1.427418097850e-04      -9.302528945417e+02      -9.032934103624e+02       1.105619090477e-04       1.105619090477e-04 
       6.484936052296e+00      -1.372628863388e-04      -6.985996060951e+02      -9.816547203361e+02       0.000000000000e+00      -1.370333295733e-04      -9.351386714980e+02      -9.080375934123e+02       1.061403501045e-04       1.061403501045e-04 
       6.635989617703e+00      -1.317701246000e-04      -7.022495977705e+02      -9.867852952024e+02       0.000000000000e+00      -1.315497548516e-04      -9.400259336859e+02      -9.127832186550e+02       1.018929963751e-04       1.018929963751e-04 
       6.790561672643e+00      -1.264939109816e-04      -7.059004818879e+02      -9.919172381430e+02       0.000000000000e+00      -1.262823660577e-04      -9.449144857870e+02      -9.175300964323e+02       9.781309595019e-05       9.781309595019e-05 
       6.948734173266e+00      -1.214259227950e-04      -7.095526473383e+02      -9.970509638228e+02       0.000000000000e+00      -1.212228544177e-04      -9.498047382306e+02      -9.222786252787e+02       9.389421383887e-05       9.389421383887e-05 
       7.110590984725e+00      -1.165581392551e-04      -7.132059232357e+02      -1.002186881288e+03       0.000000000000e+00      -1.163632125908e-04      -9.546970047593e+02      -9.270291098442e+02       9.013014258038e-05       9.013014258038e-05 
       7.276217925644e+00      -1.118826524321e-04      -7.168596993422e+02      -1.007323701606e+03       0.000000000000e+00      -1.116955458527e-04      -9.595901079741e+02      -9.317804068516e+02       8.651477054385e-05       8.651477054385e-05 
       7.445702813619e+00      -1.073923720216e-04      -7.205164422893e+02      -1.012464848270e+03       0.000000000000e+00      -1.072127757561e-04      -9.644873141212e+02      -9.365356878885e+02       8.304261518001e-05       8.304261518001e-05 
       7.619135511781e+00      -1.030796385158e-04      -7.241729395516e+02      -1.017605998991e+03       0.000000000000e+00      -1.029072556112e-04      -9.693844832853e+02      -9.412909330176e+02       7.970775210109e-05       7.970775210109e-05 
       7.796607976443e+00      -9.893781848757e-05      -7.278311693905e+02      -1.022749758704e+03       0.000000000000e+00      -9.877236307868e-05      -9.742841174177e+02      -9.460485716814e+02       7.650505299824e-05       7.650505299824e-05 
       7.978214305855e+00      -9.496014534071e-05      -7.314901969462e+02      -1.027894978951e+03       0.000000000000e+00      -9.480134288553e-05      -9.791851031606e+02      -9.508075227881e+02       7.342928427442e-05       7.342928427442e-05 
       8.164050790095e+00      -9.114023180240e-05      -7.351499349689e+02      -1.033041718056e+03       0.000000000000e+00      -9.098781844713e-05      -9.840874749157e+02      -9.555678197423e+02       7.047550581805e-05       7.047550581805e-05 
       8.354215962128e+00      -8.747189377314e-05      -7.388101828269e+02      -1.038189556364e+03       0.000000000000e+00      -8.732561600147e-05      -9.889908490217e+02      -9.603290900012e+02       6.763893647359e-05       6.763893647359e-05 
       8.548810650046e+00      -8.394932346183e-05      -7.424719294770e+02      -1.043339763480e+03       0.000000000000e+00      -8.380893746702e-05      -9.938964489622e+02      -9.650925215910e+02       6.491508588030e-05       6.491508588030e-05 
       8.747938030527e+00      -8.056672759365e-05      -7.461342195614e+02      -1.048491116489e+03       0.000000000000e+00      -8.043199926192e-05      -9.988030957919e+02      -9.698569697330e+02       6.229947354619e-05       6.229947354619e-05 
       8.951703683545e+00      -7.731872707994e-05      -7.497980118948e+02      -1.053644824384e+03       0.000000000000e+00      -7.718943128981e-05      -1.003711957390e+03      -9.746235684602e+02       5.978794066599e-05       5.978794066599e-05 
       9.160215648345e+00      -7.419996508993e-05      -7.534620396721e+02      -1.058799690989e+03       0.000000000000e+00      -7.407588569473e-05      -1.008621825974e+03      -9.793911449926e+02       5.737634226248e-05       5.737634226248e-05 
       9.373584480732e+00      -7.120534298374e-05      -7.571263608706e+02      -1.063955072307e+03       0.000000000000e+00      -7.108627234461e-05      -1.013532172906e+03      -9.841591860118e+02       5.506073898416e-05       5.506073898416e-05 
       9.591923311685e+00      -6.833007358882e-05      -7.607914233941e+02      -1.069112104286e+03       0.000000000000e+00      -6.821581208637e-05      -1.018444021064e+03      -9.889286847531e+02       5.283742684033e-05       5.283742684033e-05 
       9.815347907342e+00      -6.556950220883e-05      -7.644575494239e+02      -1.074271236708e+03       0.000000000000e+00      -6.545985800767e-05      -1.023357799261e+03      -9.937000576014e+02       5.070280664259e-05       5.070280664259e-05 
       1.004397673038e+01      -6.291911638437e-05      -7.681246555126e+02      -1.079432356481e+03       0.000000000000e+00      -6.281390519567e-05      -1.028273399275e+03      -9.984731994712e+02       4.865338906697e-05       4.865338906697e-05 
       1.027793100283e+01      -6.037439616969e-05      -7.717905819572e+02      -1.084592064082e+03       0.000000000000e+00      -6.027344125612e-05      -1.033187625332e+03      -1.003245007204e+03       4.668568036029e-05       4.668568036029e-05 
       1.051733477034e+01      -5.793169493345e-05      -7.754615485245e+02      -1.089759647204e+03       0.000000000000e+00      -5.783482566804e-05      -1.038109260953e+03      -1.008024009768e+03       4.479685877488e-05       4.479685877488e-05 
       1.076231496796e+01      -5.558618934679e-05      -7.791268073915e+02      -1.094919808882e+03       0.000000000000e+00      -5.549324316481e-05      -1.043023756761e+03      -1.012796079438e+03       4.298319525005e-05       4.298319525005e-05 
       1.101300148743e+01      -5.333470961350e-05      -7.827953397330e+02      -1.100085220818e+03       0.000000000000e+00      -5.324552925248e-05      -1.047943177971e+03      -1.017572931770e+03       4.124223864434e-05       4.124223864434e-05 
       1.126952724607e+01      -5.117334152952e-05      -7.864640937576e+02      -1.105251781242e+03       0.000000000000e+00      -5.108777627610e-05      -1.052863595364e+03      -1.022350751416e+03       3.957096173521e-05       3.957096173521e-05 
       1.153202825722e+01      -4.909855073636e-05      -7.901335731512e+02      -1.110419898141e+03       0.000000000000e+00      -4.901645578294e-05      -1.057785432651e+03      -1.027129949809e+03       3.796663243865e-05       3.796663243865e-05 
       1.180064370239e+01      -4.710687006563e-05      -7.938027845238e+02      -1.115588420283e+03       0.000000000000e+00      -4.702810640707e-05      -1.062707564542e+03      -1.031909434268e+03       3.642656906229e-05       3.642656906229e-05 
       1.207551600506e+01      -4.519509258087e-05      -7.974729367064e+02      -1.120759139838e+03       0.000000000000e+00      -4.511952657664e-05      -1.067631687341e+03      -1.036690851940e+03       3.494829163089e-05       3.494829163089e-05 
       1.235679090615e+01      -4.336001867792e-05      -8.011435108203e+02      -1.125931068064e+03       0.000000000000e+00      -4.328752203448e-05      -1.072556889523e+03      -1.041473317714e+03       3.352932672069e-05       3.352932672069e-05 
       1.264461754134e+01      -4.159856855038e-05      -8.048132790978e+02      -1.131102976836e+03       0.000000000000e+00      -4.152901813197e-05      -1.077481943021e+03      -1.046255639115e+03       3.216729164208e-05       3.216729164208e-05 
       1.293914852013e+01      -3.990789334101e-05      -8.084836676155e+02      -1.136276593550e+03       0.000000000000e+00      -3.984117077208e-05      -1.082408525714e+03      -1.051039445395e+03       3.085998425379e-05       3.085998425379e-05 
       1.324054000673e+01      -3.828511032964e-05      -8.121529552881e+02      -1.141449616019e+03       0.000000000000e+00      -3.822110205708e-05      -1.087334430909e+03      -1.055822593813e+03       2.960517523759e-05       2.960517523759e-05 
       1.354895180290e+01      -3.672767118908e-05      -8.158240654068e+02      -1.146626339729e+03       0.000000000000e+00      -3.666626792368e-05      -1.092263728594e+03      -1.060609036404e+03       2.840089378889e-05       2.840089378889e-05 
       1.386454743265e+01      -3.523301193175e-05      -8.194979036600e+02      -1.151807937463e+03       0.000000000000e+00      -3.517410867084e-05      -1.097197547656e+03      -1.065399869342e+03       2.724515756491e-05       2.724515756491e-05 
       1.418749422898e+01      -3.379836571172e-05      -8.231680608526e+02      -1.156985372436e+03       0.000000000000e+00      -3.374186207927e-05      -1.102127283119e+03      -1.070186737026e+03       2.613582713776e-05       2.613582713776e-05 
       1.451796342254e+01      -3.242154499163e-05      -8.268389659912e+02      -1.162165157988e+03       0.000000000000e+00      -3.236734427308e-05      -1.107059105792e+03      -1.074975631433e+03       2.507121054150e-05       2.507121054150e-05 
       1.485613023247e+01      -3.110010965101e-05      -8.305070369050e+02      -1.167342100620e+03       0.000000000000e+00      -3.104811921055e-05      -1.111988086975e+03      -1.079761766700e+03       2.404942128026e-05       2.404942128026e-05 
       1.520217395930e+01      -2.983208510327e-05      -8.341781860725e+02      -1.172524801895e+03       0.000000000000e+00      -2.978221561016e-05      -1.116922386317e+03      -1.084553066002e+03       2.306893211331e-05       2.306893211331e-05 
       1.555627807998e+01      -2.861513351576e-05      -8.378466027219e+02      -1.177705012696e+03       0.000000000000e+00      -2.856729954772e-05      -1.121854155409e+03      -1.089341908384e+03       2.212793547577e-05       2.212793547577e-05 
       1.591863034522e+01      -2.744726629482e-05      -8.415133510563e+02      -1.182884350286e+03       0.000000000000e+00      -2.740138575608e-05      -1.126784920627e+03      -1.094129775986e+03       2.122489359734e-05       2.122489359734e-05 
       1.628942287897e+01      -2.632679493914e-05      -8.451869076581e+02      -1.188074717417e+03       0.000000000000e+00      -2.628278855750e-05      -1.131726021681e+03      -1.098927679883e+03       2.035850097294e-05       2.035850097294e-05 
       1.666885228035e+01      -2.525143784081e-05      -8.488547669364e+02      -1.193258629355e+03       0.000000000000e+00      -2.520923016010e-05      -1.136660792087e+03      -1.103719436602e+03       1.952699320259e-05       1.952699320259e-05 
       1.705711972784e+01      -2.421955095031e-05      -8.525217739411e+02      -1.198443073192e+03       0.000000000000e+00      -2.417906926491e-05      -1.141595866924e+03      -1.108511488929e+03       1.872909890573e-05       1.872909890573e-05 
       1.745443108599e+01      -2.322940414080e-05      -8.561880333662e+02      -1.203628310639e+03       0.000000000000e+00      -2.319057863903e-05      -1.146531482098e+03      -1.113304065935e+03       1.796348020074e-05       1.796348020074e-05 
       1.786099701455e+01      -2.227934664780e-05      -8.598542452409e+02      -1.208815252790e+03       0.000000000000e+00      -2.224211027778e-05      -1.151468514019e+03      -1.118098018629e+03       1.722886080643e-05       1.722886080643e-05 
       1.827703308013e+01      -2.136783722830e-05      -8.635228118864e+02      -1.214007493248e+03       0.000000000000e+00      -2.133212551688e-05      -1.156410360520e+03      -1.122896646374e+03       1.652404881184e-05       1.652404881184e-05 
       1.870275987058e+01      -2.049313571966e-05      -8.671856071275e+02      -1.219193693647e+03       0.000000000000e+00      -2.045888710384e-05      -1.161346211111e+03      -1.127689451976e+03       1.584769858751e-05       1.584769858751e-05 
       1.913840311188e+01      -1.965398739436e-05      -8.708518160166e+02      -1.224386784255e+03       0.000000000000e+00      -1.962114240944e-05      -1.166288380589e+03      -1.132488393340e+03       1.519884003323e-05       1.519884003323e-05 
       1.958419378783e+01      -1.884878919066e-05      -8.745133842043e+02      -1.229575706286e+03       0.000000000000e+00      -1.881729105388e-05      -1.171226303903e+03      -1.137283211597e+03       1.457623336040e-05       1.457623336040e-05 
       2.004036826255e+01      -1.807622949916e-05      -8.781723759467e+02      -1.234763303099e+03       0.000000000000e+00      -1.804602362053e-05      -1.176162696379e+03      -1.142076543382e+03       1.397886453246e-05       1.397886453246e-05 
       2.050716840579e+01      -1.733508827511e-05      -8.818330063749e+02      -1.239955733004e+03       0.000000000000e+00      -1.730612210595e-05      -1.181103396991e+03      -1.146874058451e+03       1.340579005567e-05       1.340579005567e-05 
       2.098484172117e+01      -1.662411538398e-05      -8.854959926838e+02      -1.245154205251e+03       0.000000000000e+00      -1.659633846690e-05      -1.186049534130e+03      -1.151676852491e+03       1.285604317896e-05       1.285604317896e-05 
       2.147364147740e+01      -1.594192625637e-05      -8.891520803991e+02      -1.250345641914e+03       0.000000000000e+00      -1.591529044848e-05      -1.190988658196e+03      -1.156472836704e+03       1.232855340605e-05       1.232855340605e-05 
       2.197382684257e+01      -1.528752025584e-05      -8.928096774944e+02      -1.255542049527e+03       0.000000000000e+00      -1.526197908832e-05      -1.195932184354e+03      -1.161273095433e+03       1.182254698534e-05       1.182254698534e-05 
       2.248566302159e+01      -1.465968447431e-05      -8.964630066092e+02      -1.260735593174e+03       0.000000000000e+00      -1.463519350750e-05      -1.200872615816e+03      -1.166070349154e+03       1.133708588178e-05       1.133708588178e-05 
       2.300942139678e+01      -1.405742135349e-05      -9.001163438700e+02      -1.265932308995e+03       0.000000000000e+00      -1.403393781573e-05      -1.205815699490e+03      -1.170870178223e+03       1.087139884079e-05       1.087139884079e-05 
       2.354537967176e+01      -1.347966733750e-05      -9.037674057395e+02      -1.271129200427e+03       0.000000000000e+00      -1.345715023610e-05      -1.210758555988e+03      -1.175669786702e+03       1.042466341841e-05       1.042466341841e-05 
       2.409382201870e+01      -1.292545407993e-05      -9.074172707829e+02      -1.276328045440e+03       0.000000000000e+00      -1.290386404220e-05      -1.215702848343e+03      -1.180470789425e+03       9.996130777301e-06       9.996130777301e-06 
       2.465503922900e+01      -1.239374916286e-05      -9.110598534895e+02      -1.281520270143e+03       0.000000000000e+00      -1.237304854197e-05      -1.220640411594e+03      -1.185265258059e+03       9.585002688355e-06       9.585002688355e-06 
       2.522932886744e+01      -1.188379418137e-05      -9.147059241849e+02      -1.286721276089e+03       0.000000000000e+00      -1.186394659951e-05      -1.225585886217e+03      -1.190067408788e+03       9.190692715777e-06       9.190692715777e-06 
       2.581699543000e+01      -1.139463871151e-05      -9.183499661675e+02      -1.291923584288e+03       0.000000000000e+00      -1.137560938064e-05      -1.230532115697e+03      -1.194870292498e+03       8.812465866828e-06       8.812465866828e-06 
       2.641835050526e+01      -1.092533779201e-05      -9.219829611582e+02      -1.297114707654e+03       0.000000000000e+00      -1.090709350427e-05      -1.235467182996e+03      -1.199662337517e+03       8.449591416561e-06       8.449591416561e-06 
       2.703371293965e+01      -1.047526308523e-05      -9.256192860534e+02      -1.302315010807e+03       0.000000000000e+00      -1.045777168383e-05      -1.240410468739e+03      -1.204462362802e+03       8.101583601181e-06       8.101583601181e-06 
       2.766340900647e+01      -1.004356131372e-05      -9.292523040607e+02      -1.307515388055e+03       0.000000000000e+00      -1.002679206887e-05      -1.245353272960e+03      -1.209261920521e+03       7.767782584843e-06       7.767782584843e-06 
       2.830777257892e+01      -9.629495133233e-06      -9.328822536678e+02      -1.312716504921e+03       0.000000000000e+00      -9.613418548647e-06      -1.250296191007e+03      -1.214061588767e+03       7.447618174511e-06       7.447618174511e-06 
       2.896714530709e+01      -9.232343682432e-06      -9.365082345252e+02      -1.317917271750e+03       0.000000000000e+00      -9.216931467257e-06      -1.255238164333e+03      -1.218860339672e+03       7.140532991092e-06       7.140532991092e-06 
       2.964187679912e+01      -8.851445238077e-06      -9.401324228910e+02      -1.323120979846e+03       0.000000000000e+00      -8.836670208194e-06      -1.260182301001e+03      -1.223661191223e+03       6.846015383422e-06       6.846015383422e-06 
       3.033232480659e+01      -8.486107172463e-06      -9.437508223420e+02      -1.328322438031e+03       0.000000000000e+00      -8.471943302473e-06      -1.265123606174e+03      -1.228459293339e+03       6.563529693312e-06       6.563529693312e-06 
       3.103885541417e+01      -8.135746293622e-06      -9.473686068500e+02      -1.333529062569e+03       0.000000000000e+00      -8.122168533325e-06      -1.270069127626e+03      -1.233261489543e+03       6.292625044197e-06       6.292625044197e-06 
       3.176184323373e+01      -7.799663859348e-06      -9.509746030791e+02      -1.338725552175e+03       0.000000000000e+00      -7.786648327140e-06      -1.275004242443e+03      -1.238053580705e+03       6.032761063277e-06       6.032761063277e-06 
       3.250167160300e+01      -7.477372766473e-06      -9.545796218942e+02      -1.343927328174e+03       0.000000000000e+00      -7.464896395542e-06      -1.279943614286e+03      -1.242849805520e+03       5.783561164852e-06       5.783561164852e-06 
       3.325873278876e+01      -7.168298465427e-06      -9.581816671504e+02      -1.349132032011e+03       0.000000000000e+00      -7.156339150087e-06      -1.284884944158e+03      -1.247647931620e+03       5.544581034876e-06       5.544581034876e-06 
       3.403342819487e+01      -6.871869865786e-06      -9.617758068870e+02      -1.354333058233e+03       0.000000000000e+00      -6.860406455337e-06      -1.289821901618e+03      -1.252441812025e+03       5.315379070601e-06       5.315379070601e-06 
       3.482616857511e+01      -6.587617483060e-06      -9.653679966086e+02      -1.359539056334e+03       0.000000000000e+00      -6.576629612013e-06      -1.294762693445e+03      -1.257239415673e+03       5.095592295448e-06       5.095592295448e-06 
       3.563737425089e+01      -6.315015380692e-06      -9.689533917681e+02      -1.364743709556e+03       0.000000000000e+00      -6.304483563285e-06      -1.299701244815e+03      -1.262034843794e+03       4.884813978850e-06       4.884813978850e-06 
       3.646747533423e+01      -6.053598683006e-06      -9.725329567774e+02      -1.369948777430e+03       0.000000000000e+00      -6.043504210993e-06      -1.304639184593e+03      -1.266829678049e+03       4.682684666248e-06       4.682684666248e-06 
       3.731691195568e+01      -5.802912439165e-06      -9.761063462941e+02      -1.375154215102e+03       0.000000000000e+00      -5.793237365249e-06      -1.309576418544e+03      -1.271623826933e+03       4.488852561567e-06       4.488852561567e-06 
       3.818613449781e+01      -5.562532201989e-06      -9.796754201754e+02      -1.380363000371e+03       0.000000000000e+00      -5.553259288673e-06      -1.314515740750e+03      -1.276420003552e+03       4.302989494956e-06       4.302989494956e-06 
       3.907560383390e+01      -5.332015808533e-06      -9.832357513955e+02      -1.385569515503e+03       0.000000000000e+00      -5.323128557946e-06      -1.319451729153e+03      -1.281212942985e+03       4.124753516564e-06       4.124753516564e-06 
       3.998579157237e+01      -5.110952842554e-06      -9.867851703256e+02      -1.390771082959e+03       0.000000000000e+00      -5.102435443027e-06      -1.324381789682e+03      -1.286000126338e+03       3.953827296779e-06       3.953827296779e-06 
       4.091718030680e+01      -4.899006739683e-06      -9.903327026315e+02      -1.395980999331e+03       0.000000000000e+00      -4.890843942820e-06      -1.329318517062e+03      -1.290793783332e+03       3.789950600403e-06       3.789950600403e-06 
       4.187026387184e+01      -4.695760503615e-06      -9.938688890597e+02      -1.401186493830e+03       0.000000000000e+00      -4.687937758187e-06      -1.334249684707e+03      -1.295582041717e+03       3.632800960288e-06       3.632800960288e-06 
       4.284554760500e+01      -4.500871494975e-06      -9.973956589175e+02      -1.406390849626e+03       0.000000000000e+00      -4.493374822876e-06      -1.339178353302e+03      -1.300367873476e+03       3.482113440946e-06       3.482113440946e-06 
       4.384354861463e+01      -4.314008112518e-06      -1.000914643082e+03      -1.411596955640e+03       0.000000000000e+00      -4.306824090292e-06      -1.344107205025e+03      -1.305153883056e+03       3.337631641309e-06       3.337631641309e-06 
       4.486479605407e+01      -4.134837552363e-06      -1.004424179509e+03      -1.416803138280e+03       0.000000000000e+00      -4.127953313174e-06      -1.349034568180e+03      -1.309938447208e+03       3.199098212647e-06       3.199098212647e-06 
       4.590983140223e+01      -3.963052197791e-06      -1.007925384244e+03      -1.422011684053e+03       0.000000000000e+00      -3.956455389386e-06      -1.353962536928e+03      -1.314723599403e+03       3.066275286881e-06       3.066275286881e-06 
       4.697920875070e+01      -3.798317059911e-06      -1.011409079391e+03      -1.427210253696e+03       0.000000000000e+00      -3.791995889945e-06      -1.358879291529e+03      -1.319497862446e+03       2.938903831953e-06       2.938903831953e-06 
       4.807349509748e+01      -3.640395054344e-06      -1.014888212606e+03      -1.432417892896e+03       0.000000000000e+00      -3.634338127444e-06      -1.363802875548e+03      -1.324278756986e+03       2.816800548496e-06       2.816800548496e-06 
       4.919327064770e+01      -3.488981526748e-06      -1.018355189632e+03      -1.437624712327e+03       0.000000000000e+00      -3.483177956913e-06      -1.368723776820e+03      -1.329057046526e+03       2.699729838099e-06       2.699729838099e-06 
       5.033912912116e+01      -3.343802991381e-06      -1.021807148959e+03      -1.442827436316e+03       0.000000000000e+00      -3.338242349898e-06      -1.373638787734e+03      -1.333829616416e+03       2.587480231276e-06       2.587480231276e-06 
       5.151167806720e+01      -3.204623713276e-06      -1.025249374040e+03      -1.448034378138e+03       0.000000000000e+00      -3.199295965869e-06      -1.378555723657e+03      -1.338604055526e+03       2.479869461892e-06       2.479869461892e-06 
       5.271153918679e+01      -3.071184366622e-06      -1.028676889876e+03      -1.453239414504e+03       0.000000000000e+00      -3.066079912614e-06      -1.383468650004e+03      -1.343374601262e+03       2.376696995118e-06       2.376696995118e-06 
       5.393934866217e+01      -2.943259658112e-06      -1.032092293878e+03      -1.458447155171e+03       0.000000000000e+00      -2.938369273722e-06      -1.388381845833e+03      -1.348145408670e+03       2.277788631796e-06       2.277788631796e-06 
       5.519575749419e+01      -2.820604296855e-06      -1.035487949688e+03      -1.463647779785e+03       0.000000000000e+00      -2.815919168317e-06      -1.393285849699e+03      -1.352907290506e+03       2.182954688698e-06       2.182954688698e-06 
       5.648143184743e+01      -2.703023885647e-06      -1.038870836757e+03      -1.468852267669e+03       0.000000000000e+00      -2.698535524614e-06      -1.398190983601e+03      -1.357670269628e+03       2.092044855514e-06       2.092044855514e-06 
